num_projeto	data_apresentacao	autor	localizacao_atual	status	data_ultima_tram	ultima_acao	projeto
PLO 154/2019 - Projeto de Lei Ordinária	11 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	12 De Julho De 2019	Proposição Convertida Em Lei Nº 4 531, De 11/07/2019, Publicada No D O E Nº 126, De 11/07/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 153/2019 - Projeto de Lei Ordinária	11 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	12 De Julho De 2019	Proposição Convertida Em Lei Nº 4 530, De 11/07/2019, Publicada No D O E Nº 126, De 11/07/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 152/2019 - Projeto de Lei Ordinária	11 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	26 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 550 De 23/08/2019 - Publicada No D O E Nº 157 Em 23/08/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 151/2019 - Projeto de Lei Ordinária	4 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	6 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 542 De 01/08/2019 - Publicada No D O E Nº 142 Em 02/08/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 150/2019 - Projeto de Lei Ordinária	4 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	2 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 571, De 30/08/2019, Publicada No D O E Nº 162, De 30/08/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 149/2019 - Projeto de Lei Ordinária	4 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	14 De Junho De 2019	Proposição Convertida Em Lei Nº 4 516 De 14/06/2019 Publicado No D O E Nº 109 Em 14/06/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 148/2019 - Projeto de Lei Ordinária	4 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	22 De Junho De 2019	Proposição Convertida Em Lei Nº 4 521 De 22/06/2019 Publicada No D O E Nº 113 Em 24/06/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 147/2019 - Projeto de Lei Ordinária	4 De Junho De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	11 De Junho De 2019	Proposição Convertida Em Lei Nº 4 517 De 14/06/2019 Publicado No D O E Nº 109 Em 14/06/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 146/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	4 De Novembro De 2019	Proposição Convertida Em Lei Nº 4 636 De 31/10/2019 - Publicada No D O E Nº 204 Em 31/10/2019 Fim Do Processo	PLO
PLO 145/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	13 De Setembro De 2019	Veto Total Nº 037/19 Ao Projeto De Lei Nº 145/19, Mantido Em 10/09/2019 Fim Do Processo Documentos Acessórios: 6	PLO
PLO 144/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	16 De Março De 2020	Veto Parcial Mantido Proposição Convertida Em Lei Nº 4 671 De 06/12/2019 - Publicada No D O E Nº 229 Em 06/12/2019 Fim Do Processo	PLO
PLO 143/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	4 De Novembro De 2019	Proposição Convertida Em Lei Nº 4 635 De 31/10/2019 - Publicada No D O E Nº 204 Em 31/10/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 142/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Proposição Arquivada	29 De Agosto De 2019	Proposição Arquivada Nos Termos Do Art 28-A Do Regimento Interno Ao Arquivo Documentos Acessórios: 2	PLO
PLO 141/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Proposição Arquivada	29 De Agosto De 2019	Proposição Arquivada Nos Termos Do Art 28-A Do Regimento Interno Ao Arquivo Documentos Acessórios: 1	PLO
PLO 140/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Eyder Brasil	Ccjr - Comissão De Constituição E Justiça E De Redação	Aguardando Emissão De Parecer Da Comissão	25 De Junho De 2019	Ao Senhor Deputado Ismael Crispim Para Emitir Parecer	PLO
PLO 139/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Cássia Muleta	Arquivo - Dl - Arq-Dl	Veto Total Ou Parcial Promulgado	23 De Setembro De 2019	Veto Parcial Promulgado (Lei Nº 4 539, De 22/07/2019), Publicado No D O E Nº 134 De 22/07/2019 - Fim Do Processo Documentos Acessórios: 5	PLO
PLO 138/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Cássia Muleta	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	2 De Julho De 2019	Proposição Convertida Em Lei Nº 4 524, De 28/06/2019, Publicada No D O E Nº 118, De 01/07/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 137/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Anderson Pereira	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	4 De Novembro De 2019	Proposição Convertida Em Lei Nº 4 634 De 31/10/2019 - Publicada No D O E Nº 204 Em 31/10/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 136/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Adelino Follador	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	1 De Outubro De 2019	Proposição Convertida Em Lei Nº 4 603, De 27/09/2019, Publicada No D O E Nº 182, De 27/09/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 135/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Adelino Follador	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	1 De Outubro De 2019	Proposição Convertida Em Lei Nº 4 602, De 27/09/2019, Publicada No D O E Nº 182, De 27/09/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 134/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Adelino Follador	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei Por Promulgação	27 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 595 De 19/09/2019 (Por Promulgação) - Publicada No D O E Nº 181 Em 26/09/2019 Fim Do Processo Documentos Acessórios: 6	PLO
PLO 133/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Adelino Follador	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	1 De Outubro De 2019	Proposição Convertida Em Lei Nº 4 604, De 27/09/2019, Publicada No D O E Nº 182, De 27/09/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 132/2019 - Projeto de Lei Ordinária	29 De Maio De 2019 	Adelino Follador	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	24 De Julho De 2019	Proposição Convertida Em Lei Nº 4 537, De 22/07/2019, Publicada No D O E Nº 134, De 23/07/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 131/2019 - Projeto de Lei Ordinária	28 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	26 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 547 De 23/08/2019 - Publicada No D O E Nº 157 Em 23/08/2019 Fim Do Processo Documentos Acessórios: 5	PLO
PLO 130/2019 - Projeto de Lei Ordinária	27 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	26 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 544, De 22/08/2019, Publicada No D O E Nº 156, De 22/08/2019 - Fim Do Processo Documentos Acessórios: 4	PLO
PLO 129/2019 - Projeto de Lei Ordinária	27 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	19 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 588 De 18/09/2019 - Publicada No D O E Nº 175 Em 18/09/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 128/2019 - Projeto de Lei Ordinária	27 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	27 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 556 De 23/08/2019 - Publicada No D O E Nº 158 Em 26/08/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 127/2019 - Projeto de Lei Ordinária	27 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	12 De Julho De 2019	Proposição Convertida Em Lei Nº 4 529, De 11/07/2019, Publicada No D O E Nº 126, De 11/07/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 126/2019 - Projeto de Lei Ordinária	28 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	26 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 555, De 23/08/2019, Publicada No D O E Nº 157, De 23/08/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 125/2019 - Projeto de Lei Ordinária	27 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	12 De Julho De 2019	Proposição Convertida Em Lei Nº 4 528, De 11/07/2019, Publicada No D O E Nº 126, De 11/07/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 124/2019 - Projeto de Lei Ordinária	21 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Arquivada	29 De Agosto De 2019	Proposição Arquivada Nos Termos Do Art 28-A Do Regimento Interno Ao Arquivo Documentos Acessórios: 2	PLO
PLO 123/2019 - Projeto de Lei Ordinária	21 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	22 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 545, De 22/08/2019, Publicada No D O E Nº 156, De 22/08/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 122/2019 - Projeto de Lei Ordinária	21 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	12 De Julho De 2019	Proposição Convertida Em Lei Nº 4 527, De 11/07/2019, Publicada No D O E Nº 126, De 11/07/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 121/2019 - Projeto de Lei Ordinária	21 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	26 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 563 De 23/08/2019 - Publicada No D O E Nº 157 Em 23/08/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 120/2019 - Projeto de Lei Ordinária	21 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	26 De Agosto De 2019	Proposição Convertida Em Lei Nº 4 554, De 23/08/2019, Publicada No D O E Nº 157, De 23/08/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 119/2019 - Projeto de Lei Ordinária	23 De Maio De 2019 	 Plo 119/2019 - Projeto De Lei Ordinária Ementa: Autoriza O Poder Executivo A Abrir Crédito Suplementar Por Superavit Financeiro No Valor De R$ 134 446 188,92, Em Favor Da Unidade Orçamentária Secretaria De Estado De Finanças - Sefin, Para Dar Cobertura Orçamentária Às Despesas Correntes, E Por Crédito Suplementar Por Anulação Até O Valor De R$ 213 000 000,00, Em Favor Das Unidades Orçamentárias, Recursos Sob A Supervisão Da Sefin - Rs-Sefin, Secretaria De Estado De Segurança, Defesa E Cidadania - Sesdec, Polícia Civil - Pc, Polícia Militar - Pm E Fundo Estadual De Saúde - Fes E Fundação De Amparo Ao Desenvolvimento Das Ações Científicas E Tecnológicas E À Pesquisa Do Estado De Rondônia - Fapero Apresentação: 23 De Maio De 2019 Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Votação: 28 De Maio De 2019 28 De Maio De 2019 Data Da Última Tramitação: 4 De Junho De 2019 Ultima Ação: Proposição Transformada Em Lei Nº 4 512 De 04/06/2019 - Publicada No D O E Nº 05/06/2019 Fim Do Processo Documentos Acessórios: 1 Texto Original Norma Jurídica Vinculada: Lei Ordinária Nº 4 512, De 05 De Junho De 2019	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	4 De Junho De 2019	Proposição Transformada Em Lei Nº 4 512 De 04/06/2019 - Publicada No D O E Nº 05/06/2019 Fim Do Processo Documentos Acessórios: 1	PLO
PLO 118/2019 - Projeto de Lei Ordinária	23 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	18 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 584 De 18/09/2019 - Publicada No D O E Nº 175 Em 18/09/2019 Fim Do Processo Documentos Acessórios: 4	PLO
PLO 117/2019 - Projeto de Lei Ordinária	23 De Maio De 2019 	Poder Executivo - Executivo	Gabinete Da Secretaria Legislativa - Sl	Sem Parecer Da Comissão	29 De Outubro De 2019	Sem Parecer Da Comissão Pertinente	PLO
PLO 116/2019 - Projeto de Lei Ordinária	23 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	24 De Outubro De 2019	Proposição Convertida Em Lei Nº 4 613 De 21/10/2019 - Publicado No D O E Nº 198 Em 22/10/2019 Fim Do Processo Documentos Acessórios: 5	PLO
PLO 115/2019 - Projeto de Lei Ordinária	23 De Maio De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei Por Promulgação	26 De Setembro De 2019	Projeto Com Veto Parcial Promulgado, Comunicado Ao Poder Executivo, Convertido Em Lei Nº 4 535 De 17/07/2019, Publicado No Doe Nº 130 De 17/07/2019 - Fim Do Processo Documentos Acessórios: 5	PLO
PLO 114/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Adelino Follador	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	27 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 601, De 27/09/2019, Publicada No D O E Nº 182, De 27/09/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 113/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	30 De Outubro De 2019	Veto Total Mantido Em 22/10/2019 Ao Arquivo Documentos Acessórios: 8	PLO
PLO 112/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	19 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 5802 De 17/09/2019 - Publicada No D O E Nº 175 Em 18/09/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 111/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Geraldo Da Rondônia	Departamento Legislativo - Dl	Prazo Vencido Na Comissão	3 De Dezembro De 2019	Prazo Expirado, Sem Que A Comissão De Fiscalização E Controle Tenha Emitido Parecer	PLO
PLO 110/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Geraldo Da Rondônia	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	1 De Novembro De 2019	Proposição Convertida Em Lei Nº 4 632 De 31/10/2019 - Publicada No D O E Nº 204 Em 31/10/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 109/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Cirone Deiró	Ccjr - Comissão De Constituição E Justiça E De Redação	Aguardando Emissão De Parecer Da Comissão	28 De Maio De 2019	Ao Senhor Deputado Ismael Crispin Para Emitir Parecer	PLO
PLO 108/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Cirone Deiró	Ccjr - Comissão De Constituição E Justiça E De Redação	Aguardando Emissão De Parecer Da Comissão	28 De Maio De 2019	Ao Senhor Deputado Ismael Crispin Para Emitir Parecer	PLO
PLO 107/2019 - Projeto de Lei Ordinária	14 De Maio De 2019 	Cirone Deiró	Ccjr - Comissão De Constituição E Justiça E De Redação	Aguardando Emissão De Parecer Da Comissão	28 De Maio De 2019	Ao Senhor Deputado Ismael Crispin Para Emitir Parecer	PLO
PLO 106/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Marcelo Cruz	Arquivo - Dl - Arq-Dl	Proposição Arquivada	29 De Agosto De 2019	Proposição Arquivada Nos Termos Do Art 28-A Do Regimento Interno Ao Arquivo Documentos Acessórios: 2	PLO
PLO 105/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	16 De Março De 2020	Veto Parcial Mantido Proposição Convertida Em Lei Nº 4 676 De 06/12/2019 - Publicada No D O E Nº 229 Em 06/12/2019 Fim Do Processo	PLO
PLO 104/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Eyder Brasil	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	12 De Julho De 2019	Proposição Convertida Em Lei Nº 4 534, De 11/07/2019, Publicada No D O E Nº 126, De 11/07/2019 - Fim Do Processo Documentos Acessórios: 2	PLO
PLO 103/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Cirone Deiró	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	10 De Dezembro De 2019	Veto Total Mantido Em 03/12/2019 Documentos Acessórios: 6	PLO
PLO 102/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Cirone Deiró	Arquivo - Dl - Arq-Dl	Proposição Arquivada	29 De Agosto De 2019	Proposição Arquivada Nos Termos Do Art 28-A Do Regimento Interno Ao Arquivo Documentos Acessórios: 2	PLO
PLO 101/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Cirone Deiró	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	24 De Outubro De 2019	Proposição Convertida Em Lei Nº 4 614 De 21/10/2019 - Publicado No D O E Nº 198 Em 22/10/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 100/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Anderson Pereira	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	29 De Agosto De 2019	Veto Total Nº 028/19 Ao Projeto De Lei Nº 100/19, Mantido Em 27/08/2019 Fim Do Processo Documentos Acessórios: 6	PLO
PLO 99/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Dr Neidson	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei Por Promulgação	27 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 593 De 19/09/2019 (Por Promulgação) - Publicada No D O E Nº 181 Em 26/09/2019 Fim Do Processo Documentos Acessórios: 5	PLO
PLO 98/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Jhony Paixão	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	27 De Novembro De 2019	Proposição Convertida Em Lei Nº 4 658 De 22/11/2019 - Publicada No D O E Nº 220 Em 25/11/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 97/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Cássia Muleta	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei Por Promulgação	27 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 600 De 19/09/2019 (Por Promulgação) - Publicada No D O E Nº 181 Em 26/09/2019 Fim Do Processo Documentos Acessórios: 5	PLO
PLO 96/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Anderson Pereira	Arquivo - Dl - Arq-Dl	Proposição Retirada Pelo Autor	19 De Setembro De 2019	Proposição Retirada Pelo Autor Por Meio Do Requerimento Nº 492/2019 Documentos Acessórios: 1	PLO
PLO 95/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Jair Montes	Arquivo - Dl - Arq-Dl	Proposição Arquivada	29 De Agosto De 2019	Proposição Arquivada Nos Termos Do Art 28-A Do Regimento Interno Ao Arquivo Documentos Acessórios: 2	PLO
PLO 94/2019 - Projeto de Lei Ordinária	7 De Maio De 2019 	Jair Montes	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	14 De Agosto De 2019	Veto Total Nº 94/2019 Sobre O Projeto De Lei Nº 094/2019, Mantido Em 13/08/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 93/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	Lazinho Da Fetagro	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	12 De Julho De 2019	Proposição Convertida Em Lei Nº 4 533, De 11/07/2019, Publicada No D O E Nº 126, De 11/07/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 92/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	Jhony Paixão	Departamento Legislativo - Dl	Proposição Retirada Pelo Autor	12 De Novembro De 2019	Proposição Retirada De Tramitação Pelo Autor Na Sessão Ordinária Do Dia 12 11 19 Documentos Acessórios: 1	PLO
PLO 91/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	Jhony Paixão	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei Por Promulgação	27 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 592 De 19/09/2019 (Por Promulgação) - Publicada No D O E Nº 181 Em 26/09/2019 Fim Do Processo Documentos Acessórios: 4	PLO
PLO 90/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	15 De Maio De 2019	Proposição Convertida Em Lei Nº 4 487 De 15/05/2019 - Publicada No D O E Nº 089 Em 16/05/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 89/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	29 De Maio De 2019	Proposição Convertida Em Lei Nº 4 500 De 29/05/2019 - Publicado No D O E Nº 097 Em 29/05/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 88/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	 Plo 88/2019 - Projeto De Lei Ordinária Ementa: Autoriza O Poder Executivo A Abrir Crédito Suplementar Por Superávit Financeiro, Até O Valor De R$ 4 498 769,39, Em Favor Da Unidade Orçamentária: Secretaria De Estado De Segurança, Defesa E Cidadania - Sesdec Apresentação: 30 De Abril De 2019 Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Da Última Tramitação: 29 De Maio De 2019 Ultima Ação: Proposição Convertida Em Lei Nº 4 497 De 29/005/2019 - Publicado No D O E Nº 097 Em 29/05/2019 Fim Do Processo Documentos Acessórios: 2 Texto Original Norma Jurídica Vinculada: Lei Ordinária Nº 4 497, De 29 De Maio De 2019	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	29 De Maio De 2019	Proposição Convertida Em Lei Nº 4 497 De 29/005/2019 - Publicado No D O E Nº 097 Em 29/05/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 87/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	4 De Junho De 2019	Proposição Convertida Em Lei Nº 4 506 De 04/06/2019 - Publicada No D O E Nº 102 Em 05/06/2019 Fim Do Processo Documentos Acessórios: 4	PLO
PLO 86/2019 - Projeto de Lei Ordinária	30 De Abril De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Retirada Pelo Autor	23 De Agosto De 2019	Proposição Retirada Pelo Autor Por Meio Da Mensagem Nº 168 Documentos Acessórios: 1	PLO
PLO 85/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Alex Silva	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	24 De Outubro De 2019	Proposição Convertida Em Lei Nº 4 618 De 21/10/2019 - Publicado No D O E Nº 198 Em 22/10/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 84/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Jhony Paixão	Arquivo - Dl - Arq-Dl	Veto Sobre A Proposição Mantido	9 De Dezembro De 2019	Veto Total Mantido Em 03/12/2019 Vai Ao Arquivo Documentos Acessórios: 7	PLO
PLO 83/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Adailton Fúria	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei Por Promulgação	27 De Setembro De 2019	Proposição Convertida Em Lei Nº 4 598 De 19/09/2019 (Por Promulgação) - Publicada No D O E Nº 181 Em 26/09/2019 Fim Do Processo Documentos Acessórios: 5 Norma Jurídica Vinculada: Lei Ordinária Nº 4 598, De 19 De Setembro De 2019 	PLO
PLO 82/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Jhony Paixão	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	24 De Julho De 2019	Proposição Convertida Em Lei Nº 4 541, De 23/07/2019, Publicada No D O E Nº 234, De 23/07/2019 - Fim Do Processo Documentos Acessórios: 3	PLO
PLO 81/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Geraldo Da Rondônia	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	29 De Maio De 2019	Proposição Convertida Em Lei Nº 4 490 De 29/05/2019 - Publicada No D O E Nº 097 Em 29/05/2019 Fim Do Processo Documentos Acessórios: 3	PLO
PLO 80/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Laerte Gomes	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	24 De Outubro De 2019	Proposição Convertida Em Lei Nº 4 617 De 21/10/2019 - Publicado No D O E Nº 198 Em 22/10/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 79/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	15 De Maio De 2019	Proposição Convertida Em Lei Nº 4 483 De 15/05/2019 - Publicada No D O E Nº 089 Em 16/05/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 78/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	29 De Maio De 2019	Proposição Convertida Em Lei Nº 4 494 De 29/05/2019 - Publicado No D O E Nº 097 Em 29/05/2019 Fim Do Processo Documentos Acessórios: 2	PLO
PLO 77/2019 - Projeto de Lei Ordinária	23 De Abril De 2019 	Poder Executivo - Executivo	Arquivo - Dl - Arq-Dl	Proposição Transformada Em Lei	29 De Maio De 2019	Proposição Convertida Em Lei Nº 4 493 De 29/05/2019 - Publicado No D O E Nº 097 Em 29/05/2019 Fim Do Processo Documentos Acessórios: 3	PLO
