"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"status";"data_ultima_tram";"ultima_acao";"projeto";"data"
"IND 1332/2019 - Indicação";"22 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-22
"IND 1331/2019 - Indicação";"22 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-22
"IND 1330/2019 - Indicação";"22 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-22
"IND 1329/2019 - Indicação";"22 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-22
"IND 1328/2019 - Indicação";"22 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-22
"IND 1327/2019 - Indicação";"22 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-22
"IND 1326/2019 - Indicação";"22 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-22
"IND 1325/2019 - Indicação";"22 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-22
"IND 1324/2019 - Indicação";"22 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-22
"IND 1323/2019 - Indicação";"22 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-22
"IND 1322/2019 - Indicação";"19 De Novembro De 2019 ";"Ismael Crispin";NA;NA;NA;NA;"IND";2019-11-19
"IND 1321/2019 - Indicação";"19 De Novembro De 2019 ";"Lebrão";NA;NA;NA;NA;"IND";2019-11-19
"IND 1320/2019 - Indicação";"19 De Novembro De 2019 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2019-11-19
"IND 1319/2019 - Indicação";"19 De Novembro De 2019 ";"Lebrão";NA;NA;NA;NA;"IND";2019-11-19
"IND 1318/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1317/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1316/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1315/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1314/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1313/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1312/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1311/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1310/2019 - Indicação";"19 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-19
"IND 1309/2019 - Indicação";"19 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-19
"IND 1308/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1307/2019 - Indicação";"19 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-19
"IND 1306/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1305/2019 - Indicação";"19 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-19
"IND 1304/2019 - Indicação";"19 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-19
"IND 1303/2019 - Indicação";"19 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-19
"IND 1302/2019 - Indicação";"19 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-19
"IND 1301/2019 - Indicação";"12 De Novembro De 2019 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2019-11-12
"IND 1300/2019 - Indicação";"12 De Novembro De 2019 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2019-11-12
"IND 1299/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1298/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1297/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1296/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1295/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1294/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1293/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1292/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1291/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1290/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1289/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1288/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1287/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1286/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1285/2019 - Indicação";"12 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1284/2019 - Indicação";"12 De Novembro De 2019 ";"Adelino Follador";NA;NA;NA;NA;"IND";2019-11-12
"IND 1283/2019 - Indicação";"12 De Novembro De 2019 ";"Geraldo Da Rondônia";NA;NA;NA;NA;"IND";2019-11-12
"IND 1282/2019 - Indicação";"12 De Novembro De 2019 ";"Geraldo Da Rondônia";NA;NA;NA;NA;"IND";2019-11-12
"IND 1281/2019 - Indicação";"12 De Novembro De 2019 ";"Geraldo Da Rondônia";NA;NA;NA;NA;"IND";2019-11-12
"IND 1280/2019 - Indicação";"12 De Novembro De 2019 ";"Alex Redano";NA;NA;NA;NA;"IND";2019-11-12
"IND 1279/2019 - Indicação";"12 De Novembro De 2019 ";"Coletiva - Coletiva";NA;NA;NA;NA;"IND";2019-11-12
"IND 1278/2019 - Indicação";"12 De Novembro De 2019 ";"Coletiva - Coletiva";NA;NA;NA;NA;"IND";2019-11-12
"IND 1277/2019 - Indicação";"12 De Novembro De 2019 ";"Coletiva - Coletiva";NA;NA;NA;NA;"IND";2019-11-12
"IND 1276/2019 - Indicação";"12 De Novembro De 2019 ";"Lebrão";NA;NA;NA;NA;"IND";2019-11-12
"IND 1275/2019 - Indicação";"12 De Novembro De 2019 ";"Lebrão";NA;NA;NA;NA;"IND";2019-11-12
"IND 1274/2019 - Indicação";"12 De Novembro De 2019 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2019-11-12
"IND 1273/2019 - Indicação";"12 De Novembro De 2019 ";"Ismael Crispin";NA;NA;NA;NA;"IND";2019-11-12
"IND 1272/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1271/2019 - Indicação";"12 De Novembro De 2019 ";"Ismael Crispin";NA;NA;NA;NA;"IND";2019-11-12
"IND 1270/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1269/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1268/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1267/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1266/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1265/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1264/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1263/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1262/2019 - Indicação";"12 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-12
"IND 1261/2019 - Indicação";"12 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-12
"IND 1260/2019 - Indicação";"12 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-12
"IND 1259/2019 - Indicação";"12 De Novembro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-11-12
"IND 1258/2019 - Indicação";"12 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-12
"IND 1257/2019 - Indicação";"12 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-12
"IND 1256/2019 - Indicação";"12 De Novembro De 2019 ";"Ismael Crispin";NA;NA;NA;NA;"IND";2019-11-12
"IND 1255/2019 - Indicação";"8 De Novembro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-11-08
"IND 1254/2019 - Indicação";"8 De Novembro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-11-08
"IND 1253/2019 - Indicação";"8 De Novembro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-11-08
"IND 1252/2019 - Indicação";"8 De Novembro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-11-08
"IND 1251/2019 - Indicação";"8 De Novembro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-11-08
"IND 1250/2019 - Indicação";"8 De Novembro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-11-08
"IND 1249/2019 - Indicação";"8 De Novembro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-11-08
"IND 1248/2019 - Indicação";"8 De Novembro De 2019 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2019-11-08
"IND 1247/2019 - Indicação";"8 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-08
"IND 1246/2019 - Indicação";"8 De Novembro De 2019 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2019-11-08
"IND 1245/2019 - Indicação";"8 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-08
"IND 1244/2019 - Indicação";"8 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-08
"IND 1243/2019 - Indicação";"8 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-08
"IND 1242/2019 - Indicação";"8 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-08
"IND 1241/2019 - Indicação";"8 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-08
"IND 1240/2019 - Indicação";"8 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-08
"IND 1239/2019 - Indicação";"8 De Novembro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-11-08
"IND 1238/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1237/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1236/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1235/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1234/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1233/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1232/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1231/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1230/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1229/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1228/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1227/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1226/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1225/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1224/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1223/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1222/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1221/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1220/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1219/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1218/2019 - Indicação";"5 De Novembro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-11-05
"IND 1217/2019 - Indicação";"5 De Novembro De 2019 ";"Jair Montes";NA;NA;NA;NA;"IND";2019-11-05
"IND 1216/2019 - Indicação";"5 De Novembro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-11-05
"IND 1215/2019 - Indicação";"5 De Novembro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-11-05
"IND 1214/2019 - Indicação";"5 De Novembro De 2019 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2019-11-05
"IND 1213/2019 - Indicação";"5 De Novembro De 2019 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2019-11-05
"IND 1212/2019 - Indicação";"5 De Novembro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-11-05
"IND 1211/2019 - Indicação";"5 De Novembro De 2019 ";"Adelino Follador";NA;NA;NA;NA;"IND";2019-11-05
"IND 1210/2019 - Indicação";"5 De Novembro De 2019 ";"Laerte Gomes";NA;NA;NA;NA;"IND";2019-11-05
"IND 1209/2019 - Indicação";"30 De Outubro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-10-30
"IND 1208/2019 - Indicação";"30 De Outubro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-10-30
"IND 1207/2019 - Indicação";"30 De Outubro De 2019 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2019-10-30
"IND 1206/2019 - Indicação";"30 De Outubro De 2019 ";"Adelino Follador";NA;NA;NA;NA;"IND";2019-10-30
"IND 1205/2019 - Indicação";"30 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-30
"IND 1204/2019 - Indicação";"30 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-30
"IND 1203/2019 - Indicação";"30 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-30
"IND 1202/2019 - Indicação";"30 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-30
"IND 1201/2019 - Indicação";"30 De Outubro De 2019 ";"Cássia Muleta";NA;NA;NA;NA;"IND";2019-10-30
"IND 1200/2019 - Indicação";"30 De Outubro De 2019 ";"Dr Neidson";NA;NA;NA;NA;"IND";2019-10-30
"IND 1199/2019 - Indicação";"30 De Outubro De 2019 ";"Dr Neidson";NA;NA;NA;NA;"IND";2019-10-30
"IND 1198/2019 - Indicação";"30 De Outubro De 2019 ";"Dr Neidson";NA;NA;NA;NA;"IND";2019-10-30
"IND 1197/2019 - Indicação";"30 De Outubro De 2019 ";"Dr Neidson";NA;NA;NA;NA;"IND";2019-10-30
"IND 1196/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1195/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1194/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1193/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1192/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1191/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1190/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1189/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1188/2019 - Indicação";"30 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-30
"IND 1187/2019 - Indicação";"25 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-25
"IND 1186/2019 - Indicação";"25 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-25
"IND 1185/2019 - Indicação";"25 De Outubro De 2019 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2019-10-25
"IND 1184/2019 - Indicação";"25 De Outubro De 2019 ";"Adelino Follador Lebrão";NA;NA;NA;NA;"IND";2019-10-25
"IND 1183/2019 - Indicação";"25 De Outubro De 2019 ";"Rosângela Donadon";NA;NA;NA;NA;"IND";2019-10-25
"IND 1182/2019 - Indicação";"25 De Outubro De 2019 ";"Adelino Follador";NA;NA;NA;NA;"IND";2019-10-25
"IND 1181/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1180/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1179/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1178/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1177/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1176/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1175/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1174/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1173/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1172/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1171/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1170/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1169/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1168/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1167/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1166/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1165/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1164/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1163/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1162/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1161/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1160/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1159/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1158/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1157/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1156/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1155/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1154/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1153/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1152/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1151/2019 - Indicação";"25 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-25
"IND 1150/2019 - Indicação";"22 De Outubro De 2019 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2019-10-22
"IND 1149/2019 - Indicação";"18 De Outubro De 2019 ";"Adelino Follador";NA;NA;NA;NA;"IND";2019-10-18
"IND 1148/2019 - Indicação";"18 De Outubro De 2019 ";"Lebrão";NA;NA;NA;NA;"IND";2019-10-18
"IND 1147/2019 - Indicação";"18 De Outubro De 2019 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2019-10-18
"IND 1146/2019 - Indicação";"18 De Outubro De 2019 ";"Dr Neidson";NA;NA;NA;NA;"IND";2019-10-18
"IND 1145/2019 - Indicação";"18 De Outubro De 2019 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2019-10-18
"IND 1144/2019 - Indicação";"18 De Outubro De 2019 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2019-10-18
"IND 1143/2019 - Indicação";"18 De Outubro De 2019 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2019-10-18
"IND 1142/2019 - Indicação";"18 De Outubro De 2019 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2019-10-18
"IND 1141/2019 - Indicação";"18 De Outubro De 2019 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2019-10-18
"IND 1140/2019 - Indicação";"18 De Outubro De 2019 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2019-10-18
"IND 1139/2019 - Indicação";"18 De Outubro De 2019 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2019-10-18
"IND 1138/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1137/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1136/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1135/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1134/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1133/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1132/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1131/2019 - Indicação";"18 De Outubro De 2019 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2019-10-18
"IND 1130/2019 - Indicação";"18 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-18
"IND 1129/2019 - Indicação";"18 De Outubro De 2019 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2019-10-18
"IND 1128/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1127/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1126/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1125/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1124/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1123/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1122/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1121/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1120/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1119/2019 - Indicação";"18 De Outubro De 2019 ";"Aélcio Da Tv";NA;NA;NA;NA;"IND";2019-10-18
"IND 1118/2019 - Indicação";"14 De Outubro De 2019 ";"Alex Silva";NA;NA;NA;NA;"IND";2019-10-14
