"";"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"ementas";"status";"data_ultima_tram";"ultima_acao"
"64";"PLO 837/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Ismael Crispin";"Cfetooa - Comissão De Finanç , Econom Tribut, Orçam E Organ Administ";"Estabelece a isenção do Imposto sobre a Circulação de Mercadorias e Serviços - ICMS, no consumo de energia elétrica nas unidades consumidoras destinadas à exploração da avicultura no Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"65";"PLO 836/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Estabelece a criação do Programa de Incentivo à Produção de Polpas de Frutas Regionais pelos Pequenos Produtores Rurais no Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"66";"PLO 835/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Proíbe, no âmbito do Estado de Rondônia a prática Caudectomia, Conchectomia e Cordectomia em cães e Onicectomia em felinos e obriga os consultórios, as clínicas e os hospitais veterinários a afixarem, em sua sala de recepção, cartaz informando essa proibição, no Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"67";"PLO 834/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Dispõe acerca da convocação e comparecimento de policiais militares às audiências, na Justiça Estadual, quando convocados na condição de testemunhas ou autores da prisão e/ou apreensão e dá outras providências.";"Proposição Transformada Em Lei";"16 De Novembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 884, De 11 De Novembro De 2020 Publicada No D O E Nº 220 De 12 11 2020"
"68";"PLO 833/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a alienar bens considerados inservíveis para o serviço público, pertencentes à frota do Corpo de Bombeiros Militar - CBM/RO.";"Proposição Transformada Em Lei";"3 De Novembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 881 De 27 De Outubro De 2020 Publicada No D O E Nº 211 De 28 De Outubro De 2020"
"69";"PLO 832/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 6.614,40, em favor da Unidade Orçamentária Superintendência Estadual da Juventude, Cultura, Esporte e Lazer - SEJUCEL.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 872, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
"70";"PLO 831/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superavit Financeiro, até o valor de R$ 1.722.047,00, em favor da Unidade Orçamentária Fundo de Investimento e Apoio ao Programa de Desenvolvimento da Pecuária Leiteira do Estado – Fundo PROLEITE.";"Proposição Transformada Em Lei";"12 De Outubro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 867, De 08 De Outubro De 2020 Publicada No D O E Nº 199 De 09 10 2020"
"71";"PLO 830/2020 - Projeto de Lei Ordinária";"8 De Setembro De 2020 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Especial por Anulação, até o valor de R$ 1.849.996,45, e cria Programa e Ação, em favor da Unidade Orçamentária Fundo Estadual de Saúde - FES.";"Proposição Transformada Em Lei";"16 De Setembro De 2020";"Proposição Convertida Em Lei Ordinária Nº 4 859 De 11 De Setembro De 2020 Publicada No D O E Nº 179 De 14 De Setembro De 2020"
"72";"PLO 829/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Alex Silva";"Arquivo - Dl - Arq-Dl";"Dispõe sobre o pagamento, por meio de cartão de débito e/ou de crédito, dos débitos decorrentes do Imposto sobre a Propriedade de Veículos Automotores (IPVA), das multas e demais débitos relativos ao veículo no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"73";"PLO 828/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Alex Silva";"Arquivo - Dl - Arq-Dl";"Inclui no Calendário Oficial do Estado de Rondônia, o “Dia da Campanha Quebrando o Silêncio”, e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"74";"PLO 827/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Alex Silva";"Arquivo - Dl - Arq-Dl";"que Dispõe sobre a inclusão de medidas de conscientização, prevenção e combate à depressão, à automutilação e ao suicídio no projeto pedagógico das escolas públicas do Estado de Rondônia e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"75";"PLO 826/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Institui a instalação de caixa de gordura nos bares e restaurantes em funcionamento no Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"76";"PLO 825/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Cddhc - Comissão De Defesa Dos Direitos Humanos E Cidadania";"Institui o dia 29 de março como o dia Estadual em memória aos cidadãos que faleceram em virtude à covid-19 no Estado de Rondônia e dá outras providências.";"Parecer Favorável Da Comissão";"17 De Novembro De 2020";"Parecer Favorável Da Ccjr"
"77";"PLO 824/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Altera os §1° e 2° do artigo 1° da Lei Estadual n° 4.782, de 27 de maio de 2020 que “Cria a indenização por exposição obrigatória ao novo Coronavírus – COVID – 19, aos servidores dos serviços essenciais que estejam em exercício na área da Saúde e Segurança Pública do Estado de Rondônia, pelo prazo que perdurar o estado de Calamidade Pública.”.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"78";"PLO 823/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Cetl - Comissão De Esporte, Turismo E Lazer";"Institui o Selo Amigo do Esporte no Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"79";"PLO 822/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Institui a “Semana Estadual de Esporte para a Pessoa Idosa"".";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"80";"PLO 821/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Cdhc - Comissão De Direitos Humanos E Cidadania";"Institui o “Dia Estadual do Atleta Paralímpico”, a ser comemorado anualmente no dia 22 de setembro no Estado de Rondônia.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Na Ccjr"
"81";"PLO 820/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Cec - Comissão De Educação E Cultura";"Dispõe sobre a Proteção Integral aos Direitos do Estudante Atleta no Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"82";"PLO 819/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Cdc - Comissão De Defesa Do Consumidor";"Estabelece os bens essenciais ao consumidor, no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"83";"PLO 818/2020 - Projeto de Lei Ordinária";"1 De Setembro De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Obriga os órgãos e entidades públicas a inserir em seus endereços eletrônicos, atalhos para base de dados contendo fotos de pessoas desaparecidas.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"84";"PLO 817/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Institui a Estratégia Intersetorial de Redução do Uso de Agrotóxicos e Apoio à Agroecologia e à Produção Orgânica, no Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis "
"85";"PLO 816/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre o afastamento remunerado de servidoras Estaduais vítimas de violência sexual, familiar ou domésticas e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"86";"PLO 815/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Institui a ginástica laboral como prática obrigatória em todas as empresas que desenvolvam atividades que gerem esforço físico no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"87";"PLO 814/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a criação do Programa de Identificação, Cadastramento e Preservação de Nascentes de Água no Estado de Rondônia e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"88";"PLO 813/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Departamento Legislativo - Dl";"Dispõe sobre a criação da “Campanha Meu Corpo não é Coletivo – Assédio e Violência Sexual nos ônibus são crimes”, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"17 De Novembro De 2020";"Parecer Contrário Na Ccjr"
"89";"PLO 812/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Cec - Comissão De Educação E Cultura";"Dispõe sobre a apresentação de artistas de rua nos logradouros públicos do Estado de Rondônia.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
"90";"PLO 811/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a manutenção mecânica e elétrica periódicas de todos os veículos de transportes de pacientes, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"91";"PLO 810/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Ccjr - Comissão De Constituição E Justiça E De Redação";"Dispõe sobre indução e incentivos ao desenvolvimento do Sistema de Ciência, Tecnologia e Inovação, por meio de instrumentos que concedem suporte ao desenvolvimento do ambiente produtivo no Estado de Rondônia e dá outras providências.";"Proposição Distribuída Às Comissões";"1 De Setembro De 2020";"Ás Comissões Para Emitir Parecer"
"92";"PLO 809/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Departamento Legislativo - Dl";"Institui o Programa “Empresa amiga do estudante”, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"17 De Novembro De 2020";"Parecer Contrário Na Ccjr"
"93";"PLO 808/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Autoriza o Poder Executivo a instituir um plano de emergência para a entrega regular de remédios aos doentes crônicos durante a pandemia (COVID-19), no âmbito do Estado de Rondônia.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"94";"PLO 807/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a prática de educação física adaptada aos alunos portadores de deficiência ou com mobilidade reduzida no âmbito das escolas públicas e privadas do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"11 De Novembro De 2020";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis"
"95";"PLO 806/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a criar a campanha de “Prevenção ao Câncer de Pele – Sol Amigo da Infância”, no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"22 De Outubro De 2020";"Ao Arquivo Nos Termos Do Inciso I Do Artigo 28-A Do Regimento Interno"
"96";"PLO 805/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Departamento Legislativo - Dl";"Institui a campanha permanente de combate ao racismo nas escolas, evento esportivo e cultural do Estado de Rondônia e cria o Selo “Rondônia Sem Racismo”.";"Parecer Favorável Da Comissão";"24 De Novembro De 2020";"Parecer Favorável Da Comissão"
"97";"PLO 804/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Eyder Brasil";"Cspas - Comissão De Saúde, Previdência E Assistência Social";"Dispõe sobre o oferecimento na rede pública de saúde do Estado de Rondônia, exames e avaliação para diagnóstico precoce do autismo, tratamento para os portadores do transtorno e apoio aos familiares dos pacientes com autismo.";"Parecer Favorável Da Comissão";"20 De Outubro De 2020";"Parecer Favorável Da Comissão"
"98";"PLO 803/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Jhony Paixão";"Departamento Legislativo - Dl";"Institui a obrigatoriedade de inclusão de intérpretes da Língua Brasileira de Sinais – LIBRAS nos telejornais, propagandas e programações locais transmitidos pelas emissoras televisivas no âmbito do Estado de Rondônia, conforme especifica.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"17 De Novembro De 2020";"Parecer Contrário Na Ccjr"
"99";"PLO 802/2020 - Projeto de Lei Ordinária";"25 De Agosto De 2020 ";"Jhony Paixão";"Cdc - Comissão De Defesa Do Consumidor";"Institui a Campanha Cidadã de incentivo à doação espontânea de alimentos e produtos de limpeza com prazo próximo da validade, pelos estabelecimentos comerciais, no âmbito do Estado de Rondônia, da forma como especifica.";"Parecer Favorável Da Comissão";"22 De Setembro De 2020";"Parecer Favorável Na Ccjr"
